wingRegion,Image,tricomeCount
4,KP_ZI_R3_10.tif,72
5,KP_ZI_R3_10.tif,82
6,KP_ZI_R3_10.tif,74
7,KP_ZI_R3_10.tif,81
8,KP_ZI_R3_10.tif,93
9,KP_ZI_R3_10.tif,91
10,KP_ZI_R3_10.tif,91
11,KP_ZI_R3_10.tif,66
12,KP_ZI_R3_10.tif,73
13,KP_ZI_R3_10.tif,84
14,KP_ZI_R3_10.tif,76
15,KP_ZI_R3_10.tif,75
16,KP_ZI_R3_10.tif,77
1,KP_ZI_R3_09.tif,67
2,KP_ZI_R3_09.tif,74
3,KP_ZI_R3_09.tif,82
4,KP_ZI_R3_09.tif,62
5,KP_ZI_R3_09.tif,62
6,KP_ZI_R3_09.tif,71
7,KP_ZI_R3_09.tif,72
8,KP_ZI_R3_09.tif,81
9,KP_ZI_R3_09.tif,91
10,KP_ZI_R3_09.tif,85
11,KP_ZI_R3_09.tif,72
12,KP_ZI_R3_09.tif,72
13,KP_ZI_R3_09.tif,81
14,KP_ZI_R3_09.tif,76
15,KP_ZI_R3_09.tif,63
16,KP_ZI_R3_09.tif,69
1,KP_ZI_R3_08.tif,73
2,KP_ZI_R3_08.tif,73
3,KP_ZI_R3_08.tif,86
4,KP_ZI_R3_08.tif,73
5,KP_ZI_R3_08.tif,73
6,KP_ZI_R3_08.tif,71
7,KP_ZI_R3_08.tif,84
8,KP_ZI_R3_08.tif,91
9,KP_ZI_R3_08.tif,101
10,KP_ZI_R3_08.tif,80
11,KP_ZI_R3_08.tif,79
12,KP_ZI_R3_08.tif,67
13,KP_ZI_R3_08.tif,83
14,KP_ZI_R3_08.tif,81
15,KP_ZI_R3_08.tif,62
16,KP_ZI_R3_08.tif,71
1,KP_ZI_R3_07.tif,63
2,KP_ZI_R3_07.tif,70
3,KP_ZI_R3_07.tif,90
4,KP_ZI_R3_07.tif,80
5,KP_ZI_R3_07.tif,75
6,KP_ZI_R3_07.tif,78
7,KP_ZI_R3_07.tif,77
8,KP_ZI_R3_07.tif,78
9,KP_ZI_R3_07.tif,104
10,KP_ZI_R3_07.tif,92
11,KP_ZI_R3_07.tif,77
12,KP_ZI_R3_07.tif,75
13,KP_ZI_R3_07.tif,85
14,KP_ZI_R3_07.tif,65
15,KP_ZI_R3_07.tif,69
16,KP_ZI_R3_07.tif,79
1,KP_ZI_R3_06.tif,68
2,KP_ZI_R3_06.tif,66
3,KP_ZI_R3_06.tif,90
4,KP_ZI_R3_06.tif,64
5,KP_ZI_R3_06.tif,67
6,KP_ZI_R3_06.tif,74
7,KP_ZI_R3_06.tif,78
8,KP_ZI_R3_06.tif,83
9,KP_ZI_R3_06.tif,94
10,KP_ZI_R3_06.tif,97
11,KP_ZI_R3_06.tif,75
12,KP_ZI_R3_06.tif,87
13,KP_ZI_R3_06.tif,77
14,KP_ZI_R3_06.tif,84
15,KP_ZI_R3_06.tif,66
16,KP_ZI_R3_06.tif,77
1,KP_ZI_R3_14.tif,61
2,KP_ZI_R3_14.tif,73
3,KP_ZI_R3_14.tif,82
4,KP_ZI_R3_14.tif,85
5,KP_ZI_R3_14.tif,74
6,KP_ZI_R3_14.tif,76
7,KP_ZI_R3_14.tif,73
8,KP_ZI_R3_14.tif,84
9,KP_ZI_R3_14.tif,92
10,KP_ZI_R3_14.tif,88
11,KP_ZI_R3_14.tif,75
12,KP_ZI_R3_14.tif,81
13,KP_ZI_R3_14.tif,78
14,KP_ZI_R3_14.tif,85
15,KP_ZI_R3_14.tif,59
16,KP_ZI_R3_14.tif,84
1,KP_ZI_R3_13.tif,66
2,KP_ZI_R3_13.tif,70
3,KP_ZI_R3_13.tif,97
4,KP_ZI_R3_13.tif,67
5,KP_ZI_R3_13.tif,75
6,KP_ZI_R3_13.tif,73
7,KP_ZI_R3_13.tif,84
8,KP_ZI_R3_13.tif,87
9,KP_ZI_R3_13.tif,99
10,KP_ZI_R3_13.tif,75
11,KP_ZI_R3_13.tif,94
12,KP_ZI_R3_13.tif,82
13,KP_ZI_R3_13.tif,81
14,KP_ZI_R3_13.tif,86
15,KP_ZI_R3_13.tif,70
16,KP_ZI_R3_13.tif,76
1,KP_ZI_R3_12.tif,71
2,KP_ZI_R3_12.tif,74
3,KP_ZI_R3_12.tif,76
4,KP_ZI_R3_12.tif,70
5,KP_ZI_R3_12.tif,76
6,KP_ZI_R3_12.tif,68
7,KP_ZI_R3_12.tif,74
8,KP_ZI_R3_12.tif,75
9,KP_ZI_R3_12.tif,82
10,KP_ZI_R3_12.tif,84
11,KP_ZI_R3_12.tif,64
12,KP_ZI_R3_12.tif,80
13,KP_ZI_R3_12.tif,74
14,KP_ZI_R3_12.tif,76
15,KP_ZI_R3_12.tif,70
16,KP_ZI_R3_12.tif,68
1,KP_ZI_R3_11.tif,73
2,KP_ZI_R3_11.tif,66
3,KP_ZI_R3_11.tif,74
4,KP_ZI_R3_11.tif,73
5,KP_ZI_R3_11.tif,83
6,KP_ZI_R3_11.tif,73
7,KP_ZI_R3_11.tif,76
8,KP_ZI_R3_11.tif,77
9,KP_ZI_R3_11.tif,90
10,KP_ZI_R3_11.tif,85
11,KP_ZI_R3_11.tif,76
12,KP_ZI_R3_11.tif,82
13,KP_ZI_R3_11.tif,79
14,KP_ZI_R3_11.tif,74
15,KP_ZI_R3_11.tif,70
16,KP_ZI_R3_11.tif,60
1,KP_ZI_R3_18.tif,66
2,KP_ZI_R3_18.tif,72
3,KP_ZI_R3_18.tif,81
4,KP_ZI_R3_18.tif,65
5,KP_ZI_R3_18.tif,72
6,KP_ZI_R3_18.tif,71
7,KP_ZI_R3_18.tif,82
8,KP_ZI_R3_18.tif,78
9,KP_ZI_R3_18.tif,88
10,KP_ZI_R3_18.tif,79
11,KP_ZI_R3_18.tif,72
12,KP_ZI_R3_18.tif,78
13,KP_ZI_R3_18.tif,79
14,KP_ZI_R3_18.tif,75
15,KP_ZI_R3_18.tif,62
16,KP_ZI_R3_18.tif,75
1,KP_ZI_R3_17.tif,71
2,KP_ZI_R3_17.tif,72
3,KP_ZI_R3_17.tif,85
4,KP_ZI_R3_17.tif,82
5,KP_ZI_R3_17.tif,80
6,KP_ZI_R3_17.tif,80
7,KP_ZI_R3_17.tif,75
8,KP_ZI_R3_17.tif,88
9,KP_ZI_R3_17.tif,96
10,KP_ZI_R3_17.tif,86
11,KP_ZI_R3_17.tif,75
12,KP_ZI_R3_17.tif,82
13,KP_ZI_R3_17.tif,81
14,KP_ZI_R3_17.tif,81
15,KP_ZI_R3_17.tif,76
16,KP_ZI_R3_17.tif,80
1,KP_ZI_R3_16.tif,71
2,KP_ZI_R3_16.tif,67
3,KP_ZI_R3_16.tif,92
4,KP_ZI_R3_16.tif,70
5,KP_ZI_R3_16.tif,82
6,KP_ZI_R3_16.tif,77
7,KP_ZI_R3_16.tif,77
8,KP_ZI_R3_16.tif,89
9,KP_ZI_R3_16.tif,89
10,KP_ZI_R3_16.tif,91
11,KP_ZI_R3_16.tif,67
12,KP_ZI_R3_16.tif,80
13,KP_ZI_R3_16.tif,76
14,KP_ZI_R3_16.tif,89
15,KP_ZI_R3_16.tif,85
16,KP_ZI_R3_16.tif,84
1,KP_ZI_R3_15.tif,74
2,KP_ZI_R3_15.tif,62
3,KP_ZI_R3_15.tif,91
4,KP_ZI_R3_15.tif,78
5,KP_ZI_R3_15.tif,76
6,KP_ZI_R3_15.tif,73
7,KP_ZI_R3_15.tif,76
8,KP_ZI_R3_15.tif,92
9,KP_ZI_R3_15.tif,92
10,KP_ZI_R3_15.tif,93
11,KP_ZI_R3_15.tif,75
12,KP_ZI_R3_15.tif,90
13,KP_ZI_R3_15.tif,85
14,KP_ZI_R3_15.tif,82
15,KP_ZI_R3_15.tif,78
16,KP_ZI_R3_15.tif,85
